styles,title,description,gender,product_type,images
LEWA-WS39,lovewave Purple Haze Crop Top in Purple Cityscape,lovewave offers elevated yet sexy swimsuit styles for staying chic poolside  beachside  and anywhere in between. the #lovewavebabe is summertime fine  all the time.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/LEWA-WS39_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/LEWA-WS39_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/LEWA-WS39_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/LEWA-WS39_V4.jpg
BRIO-WS131,BEACH RIOT Leah Top in Tough Love,From the beach to the street and even the studio  the BEACH RIOT babe is a jet-setting rebel with effortless style. She rewrites all the rules by pairing her workout leggings with a leather jacket or rocking a swimsuit as a crop top. This boss babe by day and party rioter by night lives for travel  music festivals and champagne brunches. She is part of the BR culture of babes who aren't afraid to color outside the lines and live life to the fullest. Whether she is soaking up the sun  exploring the world  or sweating it out at her favorite workout class  BEACH RIOT is the only brand that can keep up with this go-getter.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/BRIO-WS131_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/BRIO-WS131_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/BRIO-WS131_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/BRIO-WS131_V4.jpg
ONET-WS171,One Teaspoon Dilema Sheer Utility Shirt in Animal,Australian designer Jamie Blakey sewed her first collection in her very own bedroom. Now  nearly a decade later  her Sydney-based line has found an international fan base. Known for clothing that is casual and beachy  One Teaspoon offers pieces that are effortless  cool  and still have that handmade feel.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/ONET-WS171_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ONET-WS171_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ONET-WS171_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ONET-WS171_V4.jpg
TULA-WS929,Tularosa Sherri Embroidered Blouse in Chocolate Brown,Tularosa  the new LA-based label  is a refined vintage-inspired collection of romantic dresses  textural jackets  and embroidered tops designed for the wild at heart.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/TULA-WS929_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/TULA-WS929_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/TULA-WS929_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/TULA-WS929_V4.jpg
DDRE-WS685,DAYDREAMER Kiss Destroyer Merch Tee in Dirty White,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/DDRE-WS685_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/DDRE-WS685_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/DDRE-WS685_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/DDRE-WS685_V4.jpg
NBDR-WS835,NBD Tara Boucle Knit Bustier Tube Top in Scuba Blue,For the girl who's the life of the party. For the girl who's always up for a glass of champagne. For the girl who likes to keep her closet as filled with as her social calendar  there's NBD. The young-at-heart line features dresses that every it girl covets and pieces that are sexy  flirty  fun and now.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/NBDR-WS835_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/NBDR-WS835_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/NBDR-WS835_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/NBDR-WS835_V4.jpg
SPDW-WS1748,superdown Kacie Cross Over Top in Highlighter,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1748_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1748_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1748_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1748_V4.jpg
ITMR-WS18,ITMFL Asben Top in Black,,Women,Tips,https://is4.revolveassets.com/images/p4/n/z/ITMR-WS18_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ITMR-WS18_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ITMR-WS18_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ITMR-WS18_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/ITMR-WS18_V5.jpg
TSEI-WS37,The Sei One Shoulder Tie Top in Topaz,Founded in 2020  THE SEI is a ready-to-wear collection based in Los Angeles  California that is fully women and minority owned. The brand aims to build a foundation of polished classics mixed with seductive structured and feminine silhouettes to empower women to feel confidence and joy  while remaining effortless and timeless. All four founders come from various age groups and backgrounds  each bringing a different but essential role to the brand. Their diversity guides them in creating thoughtful pieces  designed for women  by women  that will span all generations and lifestyles.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/TSEI-WS37_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/TSEI-WS37_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/TSEI-WS37_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/TSEI-WS37_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/TSEI-WS37_V5.jpg
TSEI-WS38,The Sei Slant Bikini Top in Fig,Founded in 2020  THE SEI is a ready-to-wear collection based in Los Angeles  California that is fully women and minority owned. The brand aims to build a foundation of polished classics mixed with seductive structured and feminine silhouettes to empower women to feel confidence and joy  while remaining effortless and timeless. All four founders come from various age groups and backgrounds  each bringing a different but essential role to the brand. Their diversity guides them in creating thoughtful pieces  designed for women  by women  that will span all generations and lifestyles.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/TSEI-WS38_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/TSEI-WS38_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/TSEI-WS38_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/TSEI-WS38_V4.jpg
SBRA-WS10,Santa Brands Crystal Top in Pink Raspberry,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/SBRA-WS10_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SBRA-WS10_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SBRA-WS10_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SBRA-WS10_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/SBRA-WS10_V5.jpg
JSKI-WS184,JONATHAN SIMKHAI Liana Crochet Rings Bralette in White,Established in 2010  the Jonathan Simkhai brand provides luxury ready-to-wear for the modern woman. The core aesthetic philosophy plays with the tension of feminine strength and sensuality.  this is reflected in the employment of customized fabrics  romantic detailing  linear lines  and contoured silhouettes. Through designs that seek to embolden women with confidence and ease  the brand represents modern versatility.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/JSKI-WS184_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/JSKI-WS184_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/JSKI-WS184_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/JSKI-WS184_V4.jpg
RGBR-WS470,Rag & Bone Diana Poplin Shirt in Light Khaki,rag & bone is rooted in a dedication to craftsmanship  innovation and timeless style. Each collection is designed in New York and developed through the time-honored techniques of some of the oldest and most supremely skilled manufacturers from around the world. Since the brand's origins in 2002 the focus has been  and always remains  on creating the highest quality goods.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/RGBR-WS470_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/RGBR-WS470_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/RGBR-WS470_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/RGBR-WS470_V4.jpg
RGBR-WS471,Rag & Bone Maxine Button Down Shirt in Blue Stripe,rag & bone is rooted in a dedication to craftsmanship  innovation and timeless style. Each collection is designed in New York and developed through the time-honored techniques of some of the oldest and most supremely skilled manufacturers from around the world. Since the brand's origins in 2002 the focus has been  and always remains  on creating the highest quality goods.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/RGBR-WS471_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/RGBR-WS471_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/RGBR-WS471_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/RGBR-WS471_V4.jpg
SEVE-WS142,7 For All Mankind Off The Shoulder Top in Pale Blue,Every person should own at least 7 pairs of jeans  one for every day of the week. - 7 For All Mankind. Changing the perception of denim from everyday basics to effortless statement pieces  7 For All Mankind quickly reshaped the industry. Born in Los Angeles  CA  this denim brand gained a vast following for its innovative use of alluring fabrics and prints instantly becoming a favorite amongst Hollywood elite.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/SEVE-WS142_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WS142_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WS142_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WS142_V4.jpg
MOTO-WS150,MORE TO COME Zaya Sweater Top in Yellow,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/MOTO-WS150_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS150_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS150_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS150_V4.jpg
LOVF-WS2555,Lovers and Friends Keaton Cropped Top in Heather Grey,Constantly inspired by the laid back Los Angeles lifestyle in which the brand was founded  Lovers and Friends exudes ease and wearability  creating an effortlessly chic look that is California cool.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2555_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2555_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2555_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2555_V4.jpg
MOTO-WS151,MORE TO COME Columba Crop Long Sleeve in Pink,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/MOTO-WS151_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS151_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS151_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS151_V4.jpg
SPDW-WS1751,superdown Jayla Strappy Crop Top in Marigold,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1751_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1751_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1751_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1751_V4.jpg
ANIN-WS241,ANINE BING Mika Shirt in Electric Blue,Inspired by Scandinavian simplicity and vintage Americana  Los Angeles based fashion house Anine Bing has created a global brand for the modern woman seeking a timeless yet rebellious approach to style. From luxurious staples to wardrobe basics  Anine Bing provides the highest quality fabrications and materials in each collection that effortlessly fuse together edgy feminine designs.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/ANIN-WS241_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ANIN-WS241_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ANIN-WS241_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ANIN-WS241_V4.jpg
MOTO-WS152,MORE TO COME Sienna Floral Ruched Top in Blue,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/MOTO-WS152_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS152_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS152_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS152_V4.jpg
MOTO-WS153,MORE TO COME Melinda Drape Bustier Top in Green Floral,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/MOTO-WS153_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS153_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS153_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS153_V4.jpg
LOVF-WS2559,Lovers and Friends Frankie Top in Soft Blue,Constantly inspired by the laid back Los Angeles lifestyle in which the brand was founded  Lovers and Friends exudes ease and wearability  creating an effortlessly chic look that is California cool.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2559_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2559_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2559_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WS2559_V4.jpg
SPDW-WS1754,superdown Tess Tie Front Top in Kelly Green,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1754_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1754_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1754_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WS1754_V4.jpg
MOTO-WS154,MORE TO COME Alana Halter Top in Blue,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/MOTO-WS154_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS154_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS154_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WS154_V4.jpg
MBRU-WS23,MATTHEW BRUCH Cargo Button Up Crop Top in Kelly Green,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/MBRU-WS23_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MBRU-WS23_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MBRU-WS23_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MBRU-WS23_V4.jpg
ANDM-WS8,The Andamane Gwen Tube Top in Black,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/ANDM-WS8_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS8_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS8_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS8_V4.jpg
ANDM-WS9,The Andamane Hola Bodysuit in Fuchsia,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/ANDM-WS9_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS9_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS9_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS9_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS9_V5.jpg
ANDM-WS10,The Andamane Lexi Crystal Crop Top in Lilac,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/ANDM-WS10_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS10_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS10_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS10_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS10_V5.jpg
ANDM-WS11,The Andamane Georgiana Oversized Shirt in Tiffany,,Women,Tops,https://is4.revolveassets.com/images/p4/n/z/ANDM-WS11_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS11_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS11_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS11_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WS11_V5.jpg
